"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles"
"CHEMBL2105359";"PREDNYLIDENE";"METHYLENPREDNISOLONE|PREDNYLIDENE";"";"2.0";"";"'pred-'";"";"prednisone and prednisolone derivatives";"'pred-(pred-)'";"";"H02AB11";"H02AB - Glucocorticoids";"H02A - CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN";"H02 - CORTICOSTEROIDS FOR SYSTEMIC USE";"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C=C1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO"
"CHEMBL2105395";"OSPEMIFENE";"(DEAMINOHYDROXY) TOREMIFENE|FC-1271|FC-1271A|OSPEMIFENE|OSPHENA|SENSHIO|TORE III";"FC-1271|FC-1271A";"4.0";"Duchesnay Inc";"'-ifene'";"2006";"antiestrogens of the clomifene and tamoxifen groups";"'-ifene(-ifene)'";"2013";"G03XC05";"G03XC - Selective estrogen receptor modulators";"G03X - OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM";"G03 - SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM";"G - GENITO URINARY SYSTEM AND SEX HORMONES";"";"US-6245819-B1";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"1";"0";"0";"1";"Prescription Only";"OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1"
"CHEMBL1773";"CAPECITABINE";"CAPECITABINE|CAPECITABINE ACCORD|CAPECITABINE MEDAC|CAPECITABINE SUN|CAPECITABINE TEVA|CAPECITIBINE|CAPECYTABINE|CAPIIBINE|CAPTABIN|ECANSYA|NSC-759853|RO 09-1978/000|RO-09-1978000|RO-091978000|Xeloda";"NSC-759853|RO 09-1978/000|RO-09-1978000|RO-091978000";"4.0";"Teva Pharmaceuticals Usa Inc|Alkem Laboratories Ltd|Msn Laboratories Private Ltd|Hoffmann La Roche Inc|Reliance Life Sciences Pvt Ltd|Sun Pharmaceutical Industries Ltd|Rising Pharma Holding Inc|Shilpa Medicare Ltd|Eugia Pharma Specialities Ltd|Accord Healthcare Inc";"'-citabine'";"1995";"nucleoside antiviral or antineoplastic agents, cytarabine or azarabine derivatives";"'-citabine(-citabine)'";"1998";"L01BC06";"L01BC - Pyrimidine analogues";"L01B - ANTIMETABOLITES";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"Antineoplastic";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"1";"1";"0";"0";"1";"Prescription Only";"CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F"
"CHEMBL592054";"IMIGLITAZAR";"IMIGLITAZAR|TAK-559|imiglitazar";"TAK-559";"3.0";"";"'-glitazar'";"";"peroxisome proliferator activiating receptor (PPAR) agonists (not thiazolidene derivatives)";"'-glitazar(-glitazar)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cc1oc(-c2ccccc2)nc1COc1ccc(CO/N=C(\CCC(=O)O)c2ccccc2)cc1"
"CHEMBL462394";"METRIZAMIDE";"Amipaque|METRIZAMIDE|TELEBRIX 300|WIN 39103|WIN-39103";"WIN 39103|WIN-39103";"4.0";"Ge Healthcare";"";"1975";"";"";"1978";"V08AB01";"V08AB - Watersoluble, nephrotropic, low osmolar X-ray contrast media";"V08A - X-RAY CONTRAST MEDIA, IODINATED";"V08 - CONTRAST MEDIA";"V - VARIOUS";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";"CC(=O)Nc1c(I)c(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c(I)c(N(C)C(C)=O)c1I"
"CHEMBL607707";"PELITINIB";"EKB-569|PELITINIB|Pelitinib|WAY-EKB-569";"EKB-569|WAY-EKB-569";"2.0";"";"'-tinib'";"2000";"tyrosine kinase inhibitors";"'-tinib(-tinib)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C"
"CHEMBL608533";"MIDOSTAURIN";"CGP 41251|CGP-41251|MIDOSTAURIN|Midostaurin|NSC-656576|NVP-PKC412|PKC 412|PKC-412|RYDAPT";"CGP 41251|CGP-41251|NSC-656576|NVP-PKC412|PKC 412|PKC-412";"4.0";"Novartis Pharmaceuticals Corp";"";"2004";"";"";"2017";"L01EX10";"L01EX - Other protein kinase inhibitors";"L01E - PROTEIN KINASE INHIBITORS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"US-7973031-B2";"1:Synthetic Small Molecule";"0";"1";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4"
"CHEMBL2106049";"CHARCOAL, ACTIVATED";"ACTIVATED CHARCOAL|AST 120|AST-120|CARBO VEGETABILIS|CARBON|CARBON, MEDICINAL|CHARCOAL|CHARCOAL, ACTIVATED|MEDICINAL CARBON|MEDICINAL CHARCOAL";"AST-120";"3.0";"";"";"";"";"";"";"A07BA01 | A07BA51";"A07BA - Charcoal preparations | A07BA - Charcoal preparations";"A07B - INTESTINAL ADSORBENTS | A07B - INTESTINAL ADSORBENTS";"A07 - ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS | A07 - ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS";"A - ALIMENTARY TRACT AND METABOLISM | A - ALIMENTARY TRACT AND METABOLISM";"Pharmaceutic Aid (adsorbant); Antidote (general purpose)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"[C]"
"CHEMBL1584";"PIPERACETAZINE";"NSC-760067|PC-1421|PIPERACETAZINE|Quide";"NSC-760067|PC-1421";"4.0";"Dow Pharmaceutical Corp Sub Dow Chemical Co";"";"1962";"";"";"1969";"";"";"";"";"";"Antipsychotic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"1";"1";"0";"0";"0";"Discontinued";"CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2"
"CHEMBL1076347";"TRICLOCARBAN";"3,4,4'-TRICHLOROCARBANILIDE|NSC-72005|TCC|TCC Soap|TRICLOCARBAN";"NSC-72005|TCC";"4.0";"";"";"1965";"";"";"";"";"";"";"";"";"Disinfectant";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1"
"CHEMBL1590";"PSEUDOEPHEDRINE";"ACUNASO|ISOEPHEDRINE, D-|NEODURASINA|PSEUDOEPHEDRINE|PSEUDOEPHEDRINE POLISTIREX|Pseudoephedrine";"";"4.0";"Alkem Laboratories Ltd|Eywa Pharma Inc|Central Pharmaceuticals Inc|Glaxosmithkline|Schering Corp Sub Schering Plough Corp|Organon Llc|Sun Pharmaceutical Industries Inc|Glaxosmithkline Consumer Healthcare Holdings Us Llc|Copley Pharmaceutical Inc|Kv Pharmaceutical Co";"'-drine'";"1963";"sympathomimetics";"'-drine(-drine)'";"1963";"R01BA52 | R01BA02";"R01BA - Sympathomimetics | R01BA - Sympathomimetics";"R01B - NASAL DECONGESTANTS FOR SYSTEMIC USE | R01B - NASAL DECONGESTANTS FOR SYSTEMIC USE";"R01 - NASAL PREPARATIONS | R01 - NASAL PREPARATIONS";"R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM";"Adrenergic (vasoconstrictor),Decongestant,Nasal Decongestant";"US-6979463-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Over the Counter";"CN[C@@H](C)[C@@H](O)c1ccccc1"
"CHEMBL2106111";"CALCIUM LACTATE";"CALCIUM (AS LACTATE)|CALCIUM LACTATE|CALCIUM LACTATE ANHYDROUS|CALCIUM LACTATE, ANHYDROUS|CALPHOSAN|E-327|INS NO.327|INS-327|INS-327-|LACTIC ACID, CALCIUM SALT (2:1)|Prequist Powder";"E-327|INS NO.327|INS-327|INS-327-";"4.0";"";"";"";"";"";"";"A12AA05";"A12AA - Calcium";"A12A - CALCIUM";"A12 - MINERAL SUPPLEMENTS";"A - ALIMENTARY TRACT AND METABOLISM";"Replenisher (calcium)";"None";"1:Synthetic Small Molecule";"0";"0";"Unknown";"0";"0";"0";"0";"0";"Unknown";"CC(O)C(=O)[O-].CC(O)C(=O)[O-].[Ca+2]"
"CHEMBL2105581";"VERALIPRIDE";"AGRADIL|AGREAL|VERALIPRIDE";"";"4.0";"";"'-pride'";"";"sulpride derivatives and analogs";"'-pride(-pride)'";"1979";"N05AL06";"N05AL - Benzamides";"N05A - ANTIPSYCHOTICS";"N05 - PSYCHOLEPTICS";"N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Withdrawn";"C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC"
"CHEMBL2107729";"ATACIGUAT";"ATACIGUAT";"";"2.0";"";"'-ciguat'";"";"guanaline cyclase activators";"'-ciguat(-ciguat)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1"
"CHEMBL1537";"AZLOCILLIN";"AZLOCILLIN|Azlin|Azlocillin|J01CA09|NSC-758227";"J01CA09|NSC-758227";"4.0";"Bayer Pharmaceuticals Corp";"'-cillin'";"1976";"penicillins";"'-cillin(-cillin)'";"1982";"J01CA09";"J01CA - Penicillins with extended spectrum";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O"
"CHEMBL2107759";"MILATAXEL";"MAC-321|MILATAXEL";"MAC-321";"2.0";"";"'-taxel'";"";"antineoplastics, taxane derivatives";"'-taxel(-taxel)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CCC(=O)O[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)C2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](CC(=O)OC(C)(C)C)c4ccco4)C(C)=C([C@@H](O)C(=O)[C@@]21C)C3(C)C"
"CHEMBL2107331";"DEXTOFISOPAM";"DEXTOFISOPAM|R-TOFISOPAM";"R-TOFISOPAM";"2.0";"";"";"2000";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC[C@H]1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21"
"CHEMBL2107351";"LEVOTOFISOPAM";"(S)-TOFISOPAM|LEVOTOFISOPAM";"(S)-TOFISOPAM";"2.0";"";"";"2000";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC[C@@H]1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21"
"CHEMBL2107821";"EMIXUSTAT";"ACU-4429|EMIXUSTAT";"ACU-4429";"3.0";"";"'-stat'";"2012";"enzyme inhibitors";"'-stat(-stat)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"NCC[C@@H](O)c1cccc(OCC2CCCCC2)c1"
"CHEMBL2107826";"VIBEGRON";"GEMTESA|KRP-114V|MK4618|VIBEGRON|Vibegron";"KRP-114V";"4.0";"Urovant Sciences Gmbh";"'-begron'";"2012";"beta3 adrenoreceptor agonists";"'-begron(-begron)'";"2020";"";"";"";"";"";"";"US-8247415-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21"
"CHEMBL5095174";"CEDIROGANT";"ABBV-157|ABV-157|CEDIROGANT";"ABBV-157|ABV-157";"2.0";"";"'-rogant'";"2021";"retinoid-related orphan receptor-γt (RORγt) antagonists/inverse agonists";"'-rogant(-rogant)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(O)CC1CCN(C(=O)c2ccc(Cl)c(Cn3ccc4cc(C(F)(F)F)cc(Cl)c43)c2Cl)CC1"
"CHEMBL5095193";"PIREPEMAT";"IRL-752|IRL752|PIREPEMAT";"IRL-752|IRL752";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CO[C@]1(c2cccc(F)c2F)CCNC1"
"CHEMBL486226";"BMS-707035";"BMS 707035|BMS-707035";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cn1c(N2CCCCS2(=O)=O)nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O"
"CHEMBL578211";"COTININE";"COTININE|NICOTINE RELATED COMPOUND C";"";"2.0";"";"";"1963";"";"";"";"";"";"";"";"";"Antidepressant";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CN1C(=O)CC[C@H]1c1cccnc1"
"CHEMBL1763";"HYDROFLUMETHIAZIDE";"Diucardin|HYDRENOX|HYDROFLUMETHIAZIDE|Hydroflumethiazide|NSC-44627|Saluron";"NSC-44627";"4.0";"Usl Pharma Inc|Wyeth Ayerst Laboratories|Shire Development Llc|Watson Laboratories Inc|Par Pharmaceutical Inc|Shire Development Inc|Ivax Pharmaceuticals Inc";"'-thiazide'";"";"diuretics (thiazide derivatives)";"'-thiazide(-thiazide)'";"1959";"C03AA02 | C03AH02";"C03AA - Thiazides, plain | C03AH - Thiazides, combinations with psycholeptics and/or analgesics";"C03A - LOW-CEILING DIURETICS, THIAZIDES | C03A - LOW-CEILING DIURETICS, THIAZIDES";"C03 - DIURETICS | C03 - DIURETICS";"C - CARDIOVASCULAR SYSTEM | C - CARDIOVASCULAR SYSTEM";"Antihypertensive; Diuretic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O"
"CHEMBL4594434";"MOL-4239";"MOL-4239|MOL4239|WP-1220|WP1220";"MOL-4239|MOL4239|WP-1220|WP1220";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@H](NC(=O)/C(C#N)=C/C=C/c1cccc(Br)n1)c1ccccc1"
"CHEMBL4594444";"PECAVAPTAN";"BAY 1753011|BAY-1753011|PECAVAPTAN";"BAY 1753011|BAY-1753011";"2.0";"";"'-apt-; -vaptan'";"";"aptamers, classical and mirror; vasopressin receptor antagonists";"'-apt-(-apt-); -vaptan(-vaptan)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@H](O)c1nc(Cn2nc(-c3ccc(Cl)cc3)n(C[C@H](O)C(F)(F)F)c2=O)nn1-c1cccc(Cl)c1"
"CHEMBL4594445";"ABEPRAZAN";"ABEPRAZAN|DWP-14012|DWP14012|FEXUPRAZAN";"DWP-14012|DWP14012";"3.0";"";"'-prazan'";"";"proton pump inhibitors, not dependent on acid activation";"'-prazan(-prazan)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CNCc1cn(S(=O)(=O)c2cccc(F)c2)c(-c2ccc(F)cc2F)c1OC"
"CHEMBL4594452";"2-HYDROXYOLEIC ACID";"2-HYDROXYOLEIC ACID|2-OHOA|IDROXIOLEIC ACID|MINERVAL|NFX-88|NFX88|SML-0256|SML0256";"NFX-88|NFX88|SML-0256|SML0256";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CCCCCCCCC=CCCCCCCC(O)C(=O)O"
"CHEMBL42442";"OXFENDAZOLE";"NSC-758943|OXFENDAZOLE|RS-8858|SYNANTHIC";"NSC-758943|RS-8858";"2.0";"";"";"1976";"";"";"";"";"";"";"";"";"Anthelmintic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"COC(=O)Nc1nc2cc([S+]([O-])c3ccccc3)ccc2[nH]1"
"CHEMBL1625607";"MEBHYDROLIN";"BEXIDAL|FABAHISTIN|INCIDAL|MEBHYDROLIN|MEBHYDROLIN NAPADISILATE|MEBHYDROLIN NAPADISYLATE|NSC-757830|OMERIL";"NSC-757830";"4.0";"";"";"";"";"";"";"R06AX15";"R06AX - Other antihistamines for systemic use";"R06A - ANTIHISTAMINES FOR SYSTEMIC USE";"R06 - ANTIHISTAMINES FOR SYSTEMIC USE";"R - RESPIRATORY SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1"
"CHEMBL11608";"TYRAMINE";"2-P-HYDROXYPHENYLETHYLAMINE|FEMA NO. 4215|NSC-249188|RACTOPAMINE HYDROCHLORIDE SUSPENSION IMPURITY, TYRAMINE-|SYSTOGENE|TOCOSINE|TYRAMINE|TYROSAMINE|UTERAMINE";"FEMA NO. 4215|NSC-249188";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"NCCc1ccc(O)cc1"
"CHEMBL12198";"ALANINE";"(2S)-2-AMINOPROPANOIC ACID|ALANINE|E639|L-2-AMINOPROPANOIC ACID|L-ALANINE|NSC-206315";"NSC-206315";"3.0";"";"";"1979";"";"";"";"";"";"";"";"";"Amino Acid";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CC(N)C(=O)O"
"CHEMBL297302";"BENPERIDOL";"ANQUIL|BENPERIDOL|BENQUIL|MCN-JR-4584|NSC-170982|R-4584";"MCN-JR-4584|NSC-170982|R-4584";"4.0";"";"'-peridol'";"1963";"antipsychotics (haloperidol type)";"'-peridol(-peridol (-peridol))'";"";"N05AD07";"N05AD - Butyrophenone derivatives";"N05A - ANTIPSYCHOTICS";"N05 - PSYCHOLEPTICS";"N - NERVOUS SYSTEM";"Antipsychotic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1"
"CHEMBL3402762";"TEPOTINIB";"EMD 1214063|EMD-1214063|EMD1214063|MSC-2156119|MSC-2156119J|MSC2156119|TEPOTINIB|Tepotinib";"EMD 1214063|EMD-1214063|EMD1214063|MSC-2156119|MSC-2156119J|MSC2156119";"4.0";"Emd Serono Inc";"'-tinib'";"2019";"tyrosine kinase inhibitors";"'-tinib(-tinib)'";"2021";"L01EX21";"L01EX - Other protein kinase inhibitors";"L01E - PROTEIN KINASE INHIBITORS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"US-8329692-B2";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1"
"CHEMBL46399";"PHENAZOCINE";"IDS-NP-008|PHENAZOCINE|PHENETHYLAZOCINE|PHENOBENZORPHAN";"IDS-NP-008";"4.0";"";"'-azocine'";"";"narcotic antagonists/agonists (6,7-benzomorphan derivatives)";"'-azocine(-azocine)'";"";"N02AD02";"N02AD - Benzomorphan derivatives";"N02A - OPIOIDS";"N02 - ANALGESICS";"N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1"
"CHEMBL3414621";"TAZEMETOSTAT";"E-7438|E7438|EPZ-6438|EPZ6438|TAZEMETOSTAT";"E-7438|E7438|EPZ-6438|EPZ6438";"4.0";"Epizyme Inc";"'-stat'";"2018";"enzyme inhibitors";"'-stat(-stat)'";"2020";"L01XX72";"L01XX - Other antineoplastic agents";"L01X - OTHER ANTINEOPLASTIC AGENTS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"US-8410088-B2";"1:Synthetic Small Molecule";"0";"1";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1"
"CHEMBL1650443";"TRELAGLIPTIN";"SYR-472|TRELAGLIPTIN";"SYR-472";"3.0";"";"'-gliptin'";"2011";"dipeptidyl aminopeptidase-IV inhibitors";"'-gliptin(-gliptin)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O"
"CHEMBL1650559";"PLAZOMICIN";"ACHN-490|PLAZOMICIN";"ACHN-490";"4.0";"Cipla Usa Inc";"'-micin'";"2011";"antibiotics (Micromonospora strains)";"'-micin(-micin)'";"2018";"J01GB14";"J01GB - Other aminoglycosides";"J01G - AMINOGLYCOSIDE ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"US-8383596-B2";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"1";"Prescription Only";"CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O"
"CHEMBL46423";"NEVANIMIBE";"NEVANIMIBE|PD 132301|PD-132301";"PD 132301|PD-132301";"2.0";"";"'-imibe'";"2017";"antihyperlipidaemics, acyl CoA: cholesterol acyltransferase (ACAT) inhibitors";"'-imibe(-imibe)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CC(C)c1cccc(C(C)C)c1NC(=O)NCC1(c2ccc(N(C)C)cc2)CCCC1"
"CHEMBL267777";"RITANSERIN";"NSC-758470|R 55,667|R-55667|RITANSERIN|Tiserton";"NSC-758470|R 55,667|R-55667";"2.0";"";"'-anserin'";"1985";"serotonin 5-HT2 receptor antagonists";"'-anserin(-anserin)'";"";"";"";"";"";"";"Serotonin Antagonist";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1"
"CHEMBL1689063";"AVIBACTAM";"AVIBACTAM|NXL-104|NXL-104 FREE ACID|NXL104";"";"4.0";"Allergan Sales Llc";"'-bactam'";"2012";"beta-lactamase inhibitors";"'-bactam(-bactam)'";"2015";"";"";"";"";"";"";"US-7112592-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O"
"CHEMBL3544984";"TRADIPITANT";"LY-686017|LY686017|TRADIPITANT|Tradipitant|VLY-686";"LY-686017|LY686017|VLY-686";"3.0";"";"'-tant'";"2014";"tachykinin (neurokinin) receptor antagonists: NK1 receptor antagonists";"'-tant(-tant (-pitant))'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(c1ccccc1Cl)c1cccnc1-c1nnn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1ccncc1"
"CHEMBL1697737";"CLOTIAZEPAM";"CLOTIAZEPAM|CLOZAN";"";"4.0";"";"'-azepam'";"";"antianxiety agents (diazepam type)";"'-azepam(-azepam)'";"";"N05BA21";"N05BA - Benzodiazepine derivatives";"N05B - ANXIOLYTICS";"N05 - PSYCHOLEPTICS";"N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl"
"CHEMBL44618";"CHLOROFORM";"CHLOROFORM|CHLOROFORM BP|CHLOROFORMUM|Chloroform|HCC 20|NSC-77361|R 20 (REFRIGERANT)";"NSC-77361";"4.0";"";"";"";"";"";"";"N01AB02";"N01AB - Halogenated hydrocarbons";"N01A - ANESTHETICS, GENERAL";"N01 - ANESTHETICS";"N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Withdrawn";"ClC(Cl)Cl"
